gender,season,occasion,dress_type,product,shoes,accessory,color,fabric,budget
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,belt + cap,white,denim,10594
female,winter,eid,eastern,long frock + coat,flats,earrings + necklace,pastel,denim,19329
female,spring,barat,western,dress shirt + pants,sneakers,necklace,red,chiffon,11078
male,autumn,mehndi,eastern,kurta + waistcoat,peshawari chappal,belt + watch,orange,denim,15934
female,autumn,christmas,eastern,kurti + trouser,flats,necklace,red,denim,7203
male,summer,office,western,t shirt + shorts,loafers,belt,yellow,cotton,2543
female,spring,casual,eastern,kurti + plazo,khussa,necklace,silver,cotton,7833
male,spring,mehndi,western,dress shirt + chinos,sneakers,watch,yellow,cotton,5072
female,winter,barat,western,sweater + jeans,heels,bracelet + earrings,gold,wool,16351
male,winter,office,eastern,shalwar kameez + shawl,peshawari chappal,watch + cap,brown,denim,1497
male,winter,walima,eastern,shalwar kameez + shawl,khussa,cap,white,denim,7790
female,summer,christmas,eastern,long frock + tights,khussa,bracelet,red,linen,9398
male,spring,casual,eastern,kurta + pajama,peshawari chappal,cap + watch,yellow,cotton,2446
female,autumn,casual,eastern,kurti + trouser,khussa,earrings,green,linen,8410
male,spring,office,western,blazer + jeans,sneakers,cap + belt,black,cotton,10214
female,summer,barat,western,dress,heels,earrings + necklace,maroon,lawn,5767
female,summer,walima,western,t shirt + skirt,heels,earrings + bracelet,silver,cotton,13710
male,spring,christmas,western,blazer + jeans,boots,cap + belt,green,cotton,6861
female,autumn,mehndi,eastern,kurti + trouser,khussa,earrings + bracelet,orange,linen,15193
male,spring,mehndi,western,t shirt + joggers,sneakers,watch,green,cotton,15107
female,spring,walima,eastern,kurti + plazo,sandals,bracelet,silver,chiffon,18429
female,autumn,barat,western,light jacket + top + jeans,sandals,earrings,gold,linen,15295
female,summer,christmas,eastern,kurti + trouser,khussa,earrings,red,lawn,10372
female,winter,christmas,eastern,kurta + shawl,khussa,bracelet + handbag,red,denim,7328
male,spring,wedding,western,dress shirt + chinos,sneakers,belt,red,cotton,6606
female,summer,eid,western,t shirt + skirt,sandals,bracelet,white,linen,16491
male,spring,wedding,western,t shirt + joggers,loafers,cap,maroon,chiffon,6802
female,summer,casual,western,dress,boots,necklace + bracelet,blue,cotton,12114
female,spring,barat,eastern,kurti + plazo,sandals,bracelet,gold,cotton,6153
male,autumn,wedding,western,light jacket + chinos,sneakers,cap,red,denim,5677
female,winter,eid,western,turtle neck + coat,boots,necklace + earrings,white,wool,1123
female,spring,barat,eastern,kurti + plazo,flats,handbag,maroon,cotton,9139
female,spring,christmas,western,top + jeans,sneakers,bracelet,green,cotton,1935
female,spring,mehndi,western,top + jeans,sandals,handbag + earrings,yellow,cotton,1135
male,autumn,barat,western,shirt + jeans,sneakers,watch,gold,linen,2772
male,spring,office,western,t shirt + joggers,sneakers,watch + cap,yellow,chiffon,11775
male,autumn,office,western,shirt + jeans,formal shoes,cap + watch,gold,denim,19842
male,summer,walima,western,hawaiian shirt + chinos,sneakers,cap,white,lawn,19114
male,spring,walima,western,t shirt + joggers,boots,watch + belt,white,cotton,13443
male,winter,mehndi,eastern,shalwar kameez + shawl,peshawari chappal,cap,green,leather,4932
male,spring,walima,eastern,kurta + pajama,khussa,watch,white,chiffon,8777
female,spring,christmas,western,top + jeans,boots,necklace,green,cotton,16704
male,winter,office,eastern,shalwar kameez + shawl,khussa,watch,purple,leather,19996
male,summer,eid,eastern,shalwar kameez,khussa,belt,white,linen,12262
male,summer,christmas,western,t shirt + jeans,loafers,belt + watch,green,lawn,7753
male,winter,office,western,turtle neck + jeans,boots,belt + cap,black,leather,1454
male,winter,barat,eastern,kurta + waistcoat,khussa,cap,red,leather,9096
female,spring,mehndi,eastern,kurti + plazo,sandals,bracelet,green,chiffon,5464
female,winter,casual,eastern,kurta + shawl,sandals,earrings,black,leather,8623
male,winter,christmas,eastern,kurta + waistcoat,peshawari chappal,belt,red,denim,14207
female,winter,barat,eastern,kurta + shawl,khussa,necklace + earrings,gold,leather,5837
female,spring,walima,western,top + jeans,sandals,handbag,white,chiffon,9894
female,winter,christmas,western,sweater + jeans,heels,earrings + necklace,red,denim,7231
male,spring,mehndi,eastern,kurta + pajama,khussa,cap + belt,green,cotton,15355
male,summer,mehndi,eastern,shalwar kameez,peshawari chappal,cap,orange,cotton,15631
male,summer,barat,western,hawaiian shirt + chinos,boots,belt,maroon,lawn,5733
male,summer,mehndi,western,hawaiian shirt + chinos,loafers,belt + cap,orange,linen,3819
female,winter,christmas,western,turtle neck + coat,sandals,bracelet,green,wool,18669
female,summer,wedding,western,t shirt + skirt,boots,bracelet,red,cotton,17343
male,spring,office,western,t shirt + joggers,loafers,belt,gold,cotton,7351
male,spring,casual,western,blazer + jeans,formal shoes,belt,purple,cotton,10654
female,summer,wedding,eastern,short frock + plazo,khussa,handbag,red,cotton,17072
male,spring,mehndi,western,t shirt + joggers,formal shoes,cap,green,chiffon,10847
female,winter,christmas,western,hoodie + baggy jeans,heels,necklace,green,denim,17796
female,autumn,wedding,western,light jacket + top + jeans,sandals,handbag + earrings,red,denim,16676
female,summer,walima,eastern,short frock + plazo,khussa,earrings,white,linen,11265
male,summer,wedding,western,t shirt + shorts,loafers,belt,red,lawn,17889
female,spring,wedding,western,top + jeans,heels,bracelet + earrings,red,cotton,6213
male,autumn,office,western,shirt + jeans,loafers,cap,gold,denim,17930
female,autumn,eid,eastern,kurti + trouser,flats,handbag + bracelet,white,denim,3288
male,autumn,wedding,western,shirt + jeans,sneakers,watch,gold,linen,17583
male,winter,christmas,eastern,shalwar kameez + shawl,khussa,cap,green,leather,6379
female,winter,casual,western,turtle neck + coat,sandals,necklace + bracelet,yellow,wool,6677
male,autumn,walima,eastern,kurta + waistcoat,khussa,belt,white,denim,19146
female,summer,barat,eastern,kurti + trouser,flats,handbag,maroon,lawn,15045
female,autumn,casual,western,light jacket + top + jeans,sandals,earrings,maroon,denim,16392
male,autumn,eid,eastern,kurta + waistcoat,peshawari chappal,watch,pastel,denim,4910
female,winter,office,western,hoodie + baggy jeans,sandals,necklace,black,wool,15493
male,summer,eid,western,t shirt + shorts,formal shoes,belt,pastel,lawn,15793
female,summer,barat,eastern,long frock + tights,flats,necklace,red,lawn,10290
female,spring,office,eastern,kurti + plazo,sandals,earrings,brown,cotton,2841
female,winter,eid,eastern,kurta + shawl,khussa,necklace,pastel,leather,16191
male,summer,barat,eastern,shalwar kameez,khussa,belt + watch,gold,linen,17958
female,autumn,office,eastern,kurti + trouser,khussa,earrings + handbag,orange,linen,14836
female,summer,christmas,eastern,short frock + plazo,khussa,earrings + handbag,green,linen,9755
female,summer,office,western,dress,boots,necklace,orange,lawn,8147
male,winter,eid,eastern,kurta + waistcoat,peshawari chappal,cap + watch,white,leather,2812
male,winter,office,western,jacket + jeans,sneakers,cap + watch,red,wool,8666
male,autumn,barat,eastern,kurta + waistcoat,khussa,watch + belt,red,linen,18773
female,summer,walima,eastern,kurti + trouser,sandals,handbag,silver,lawn,19545
male,spring,casual,western,blazer + jeans,loafers,cap,silver,chiffon,2287
female,winter,eid,eastern,long frock + coat,khussa,handbag + earrings,pastel,leather,1148
female,winter,casual,eastern,kurta + shawl,flats,bracelet,navy,leather,5524
male,summer,christmas,western,t shirt + jeans,formal shoes,cap,green,linen,9760
female,winter,wedding,eastern,kurta + shawl,sandals,handbag,maroon,leather,3564
female,spring,walima,eastern,kurti + plazo,flats,necklace + bracelet,silver,chiffon,2661
male,autumn,walima,eastern,kurta + waistcoat,khussa,belt + cap,silver,linen,7667
female,autumn,barat,eastern,kurti + trouser,khussa,handbag,gold,denim,3970
female,winter,mehndi,eastern,long frock + coat,sandals,bracelet,green,denim,7281
male,winter,eid,eastern,shalwar kameez + shawl,khussa,cap + watch,white,denim,19761
male,spring,barat,eastern,kurta + pajama,khussa,watch + belt,red,chiffon,13359
male,autumn,christmas,eastern,kurta + waistcoat,khussa,belt + watch,green,linen,17034
female,winter,barat,western,turtle neck + coat,sneakers,earrings + bracelet,maroon,leather,14469
female,autumn,mehndi,western,light jacket + top + jeans,boots,bracelet + earrings,orange,denim,14608
female,winter,wedding,eastern,long frock + coat,sandals,necklace + bracelet,red,wool,14687
female,spring,eid,western,dress shirt + pants,sneakers,bracelet,pastel,cotton,5255
female,winter,casual,eastern,long frock + coat,flats,earrings + bracelet,pink,wool,10281
male,winter,eid,western,hoodie + jeans,formal shoes,watch,white,denim,1636
female,spring,christmas,eastern,kurti + plazo,flats,handbag,red,cotton,7733
female,summer,casual,western,dress,sneakers,earrings + handbag,pink,cotton,16913
male,autumn,walima,eastern,kurta + waistcoat,peshawari chappal,cap,silver,denim,18196
male,spring,wedding,western,t shirt + joggers,formal shoes,belt + watch,maroon,cotton,8714
male,spring,barat,western,blazer + jeans,formal shoes,belt,red,cotton,3785
female,spring,christmas,western,top + jeans,sandals,necklace + earrings,green,cotton,9981
female,summer,eid,eastern,kurti + trouser,khussa,necklace,white,linen,18524
male,spring,casual,eastern,kurta + pajama,peshawari chappal,belt + watch,beige,chiffon,12924
male,autumn,eid,eastern,kurta + waistcoat,khussa,belt + watch,white,denim,4905
female,spring,casual,eastern,kurti + plazo,sandals,necklace,purple,chiffon,9874
male,autumn,eid,western,shirt + jeans,sneakers,belt + watch,pastel,linen,14929
male,summer,wedding,western,t shirt + jeans,formal shoes,belt,maroon,linen,9074
female,spring,barat,eastern,kurti + plazo,sandals,handbag + necklace,red,chiffon,15279
female,spring,christmas,eastern,kurti + plazo,flats,necklace + earrings,green,chiffon,2333
male,autumn,mehndi,eastern,kurta + waistcoat,khussa,cap,yellow,denim,8318
male,summer,christmas,eastern,kurta + pajama,peshawari chappal,belt + watch,green,cotton,15536
male,winter,casual,western,sweatshirt + joggers,loafers,cap,brown,wool,15502
female,winter,walima,western,turtle neck + coat,boots,earrings,white,denim,13491
male,spring,walima,eastern,kurta + pajama,khussa,belt + watch,white,cotton,18511
male,spring,barat,eastern,kurta + pajama,khussa,cap,red,cotton,9542
male,autumn,casual,eastern,kurta + waistcoat,peshawari chappal,cap,red,linen,2348
male,summer,office,western,t shirt + jeans,sneakers,watch + cap,green,cotton,14276
female,spring,wedding,eastern,kurti + plazo,flats,bracelet,gold,cotton,18635
male,summer,eid,eastern,kurta + pajama,khussa,cap + belt,white,linen,12603
male,winter,christmas,western,hoodie + jeans,loafers,belt,red,wool,11976
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,cap + belt,maroon,linen,9022
male,summer,eid,western,t shirt + shorts,formal shoes,belt,white,lawn,11059
male,summer,office,eastern,kurta + pajama,khussa,belt + cap,yellow,cotton,18345
female,winter,eid,western,sweater + jeans,boots,necklace,pastel,denim,9272
male,spring,casual,western,blazer + jeans,loafers,watch,silver,chiffon,1382
female,spring,mehndi,western,top + jeans,boots,necklace,yellow,cotton,16354
male,winter,casual,eastern,shalwar kameez + shawl,khussa,cap,pink,denim,9105
male,autumn,christmas,eastern,kurta + waistcoat,khussa,belt,red,denim,8782
female,spring,barat,eastern,kurti + plazo,flats,bracelet,red,cotton,10616
male,autumn,casual,western,shirt + jeans,loafers,cap + watch,yellow,denim,15641
female,summer,mehndi,western,t shirt + skirt,sandals,handbag,yellow,linen,1397
male,winter,office,western,turtle neck + jeans,loafers,cap,beige,leather,9334
male,autumn,office,eastern,kurta + waistcoat,peshawari chappal,cap + watch,navy,denim,5633
female,autumn,walima,western,light jacket + top + jeans,heels,handbag,white,linen,3401
male,summer,walima,western,t shirt + shorts,formal shoes,cap + belt,silver,cotton,4453
male,summer,wedding,western,t shirt + shorts,loafers,watch + belt,gold,cotton,11041
female,spring,christmas,western,dress shirt + pants,boots,necklace,red,chiffon,10165
female,spring,eid,eastern,kurti + plazo,sandals,necklace + bracelet,white,cotton,14456
female,summer,christmas,western,dress,heels,bracelet,green,lawn,8524
female,winter,casual,eastern,kurta + shawl,sandals,earrings,pink,denim,12955
male,autumn,wedding,eastern,kurta + waistcoat,peshawari chappal,belt + cap,maroon,linen,3520
female,summer,casual,western,t shirt + skirt,sandals,bracelet + earrings,navy,lawn,14150
female,spring,eid,eastern,kurti + plazo,khussa,bracelet,pastel,chiffon,2994
male,winter,wedding,eastern,kurta + waistcoat,peshawari chappal,belt,gold,wool,9131
female,summer,christmas,eastern,long frock + tights,khussa,necklace,red,lawn,17274
male,autumn,office,eastern,kurta + waistcoat,khussa,belt + cap,navy,linen,1562
male,spring,eid,eastern,kurta + pajama,peshawari chappal,watch,pastel,cotton,4668
male,autumn,office,western,shirt + jeans,boots,watch,gold,denim,7188
male,spring,eid,eastern,kurta + pajama,khussa,watch + belt,pastel,chiffon,17792
male,summer,walima,western,t shirt + shorts,sneakers,cap + watch,silver,linen,7955
male,winter,christmas,western,jacket + jeans,sneakers,belt,green,denim,14425
male,spring,mehndi,eastern,kurta + pajama,peshawari chappal,watch + belt,orange,cotton,18640
female,winter,eid,western,hoodie + baggy jeans,sandals,earrings,pastel,wool,19772
female,summer,christmas,western,dress,heels,handbag,red,lawn,1335
male,spring,casual,western,t shirt + joggers,loafers,watch,blue,chiffon,1743
male,spring,mehndi,western,blazer + jeans,sneakers,watch,orange,chiffon,9920
male,spring,office,eastern,kurta + pajama,khussa,belt,navy,chiffon,14022
female,autumn,wedding,eastern,kurti + trouser,sandals,handbag + bracelet,gold,linen,3047
female,summer,eid,eastern,kurti + trouser,khussa,bracelet + necklace,pastel,cotton,8411
male,summer,mehndi,western,t shirt + shorts,sneakers,watch,green,lawn,6944
male,winter,casual,western,hoodie + jeans,boots,belt,brown,leather,19104
male,spring,wedding,western,blazer + jeans,formal shoes,cap,gold,chiffon,1715
female,autumn,walima,western,light jacket + top + jeans,heels,earrings + bracelet,white,denim,13945
female,spring,casual,western,dress shirt + pants,heels,necklace,white,cotton,9401
female,summer,mehndi,eastern,long frock + tights,sandals,earrings + handbag,orange,cotton,16336
female,autumn,christmas,western,light jacket + top + jeans,heels,necklace,green,linen,14946
female,autumn,walima,eastern,kurti + trouser,khussa,handbag,white,denim,3172
female,winter,eid,western,hoodie + baggy jeans,sneakers,handbag,white,leather,2497
female,autumn,mehndi,eastern,kurti + trouser,flats,bracelet + earrings,green,linen,11662
male,autumn,casual,western,shirt + jeans,loafers,watch,white,linen,5967
female,winter,barat,eastern,kurta + shawl,khussa,earrings + necklace,red,wool,15190
male,autumn,walima,western,light jacket + chinos,boots,watch + cap,white,linen,14990
male,spring,barat,western,t shirt + joggers,loafers,watch,red,chiffon,8327
male,spring,walima,western,dress shirt + chinos,formal shoes,watch,white,cotton,5470
female,spring,barat,eastern,kurti + plazo,flats,earrings,gold,cotton,18403
male,winter,office,western,hoodie + jeans,sneakers,cap,beige,wool,1560
female,autumn,walima,western,light jacket + top + jeans,sandals,handbag,silver,denim,10168
